postcode,latitude,longitude
BN99,50.793655,0.047897
BN993,50.825361,-0.428298
BN994,50.825373,-0.428286
BN996,50.818561,-0.410951
BN998,50.814132,-0.370690
BN999,50.825386,-0.330158
BR11,51.404516,0.014151
BR12,51.410070,0.040854
BR13,51.414879,0.025421
BR14,51.417958,0.014281
BR15,51.421733,0.020647
BR19,51.408225,0.017578
BR20,51.404842,-0.004397
BR26,51.347722,0.043510
BR27,51.379270,0.003817
BR28,51.383000,0.045000
BR29,51.396617,0.023177
BR31,51.410006,-0.030013
BR33,51.392030,-0.041868
BR34,51.407226,-0.047157
BR35,51.411694,-0.020291
BR36,51.403628,-0.019777
BR39,51.396360,-0.048051
BR40,51.378185,-0.018562
BR44,51.376166,-0.015028
BR49,51.369165,0.001019
BR51,51.387623,0.080746
BR52,51.393615,0.100280
BR53,51.398858,0.110348
BR54,51.376117,0.118145
BR60,51.373455,0.098638
BR61,51.376829,0.099138
BR66,51.355512,0.099283
BR67,51.336779,0.054682
BR68,51.376617,0.084241
BR69,51.368619,0.091464
BR75,51.408878,0.074938
BR76,51.421763,0.051529
BR79,51.408226,0.017578
BR87,51.402977,0.174697
BR88,51.392974,0.185450
BR89,51.395890,0.175195
BS105,51.501750,-2.592399
BS106,51.507232,-2.615410
BS107,51.513106,-2.621845
BS11,51.455157,-2.595754
BS110,51.488786,-2.671880
BS111,51.499645,-2.695781
BS118,51.518392,-2.683586
BS119,51.485675,-2.681239
BS12,51.457568,-2.593584
BS13,51.460010,-2.590450
BS130,51.404398,-2.595627
BS137,51.427250,-2.610682
BS138,51.413545,-2.621154
BS139,51.407810,-2.614002
BS14,51.453000,-2.596000
BS140,51.405610,-2.567076
BS148,51.411060,-2.555641
BS149,51.424470,-2.560839
BS15,51.453564,-2.601174
BS150,51.461330,-2.505901
BS151,51.463385,-2.505671
BS153,51.444372,-2.520764
BS154,51.475658,-2.499278
BS158,51.461324,-2.505901
BS159,51.460305,-2.504465
BS16,51.450183,-2.588696
BS160,51.478505,-2.526956
BS161,51.504126,-2.529859
BS162,51.481153,-2.537542
BS163,51.473603,-2.538864
BS164,51.479353,-2.505582
BS165,51.486960,-2.503477
BS166,51.493576,-2.501908
BS167,51.484735,-2.476464
BS169,51.488515,-2.438682
BS19,51.458428,-2.574179
BS20,51.452021,-2.578920
BS200,51.476432,-2.687437
BS201,51.482610,-2.769183
BS206,51.483515,-2.781122
BS207,51.478736,-2.726077
BS208,51.473597,-2.801139
BS215,51.428448,-2.846018
BS216,51.437092,-2.840653
BS217,51.439364,-2.862176
BS219,51.440096,-2.857514
BS22,51.458766,-2.575335
BS226,51.360467,-2.927279
BS227,51.365892,-2.918899
BS228,51.355297,-2.926083
BS229,51.362174,-2.958726
BS231,51.351004,-2.977361
BS232,51.353052,-2.961378
BS233,51.336408,-2.970103
BS234,51.331129,-2.968010
BS239,51.345536,-2.977503
BS240,51.314301,-2.949836
BS246,51.362281,-2.870221
BS247,51.333832,-2.894917
BS248,51.335126,-2.927442
BS249,51.323072,-2.952700
BS251,51.315352,-2.798221
BS255,51.331638,-2.839225
BS259,51.321357,-2.834058
BS262,51.266121,-2.853110
BS273,51.262881,-2.756594
BS279,51.275136,-2.778228
BS28,51.463586,-2.591158
BS284,51.216138,-2.858499
BS29,51.466409,-2.576827
BS296,51.327193,-2.865452
BS305,51.451320,-2.420740
BS306,51.433684,-2.475947
BS307,51.444624,-2.489270
BS308,51.441582,-2.490259
BS309,51.437196,-2.487694
BS31,51.440953,-2.607210
BS311,51.409845,-2.489258
BS312,51.412740,-2.508513
BS313,51.403463,-2.460064
BS319,51.415592,-2.498925
BS32,51.442734,-2.629334
BS320,51.543733,-2.562722
BS324,51.542534,-2.571012
BS328,51.533041,-2.549687
BS329,51.541940,-2.561647
BS33,51.437259,-2.610340
BS34,51.438807,-2.590751
BS344,51.521351,-2.581674
BS345,51.529311,-2.573976
BS346,51.536912,-2.565780
BS347,51.515751,-2.570216
BS348,51.517726,-2.548277
BS349,51.533463,-2.570711
BS35,51.433162,-2.604532
BS351,51.615262,-2.511136
BS352,51.607479,-2.524737
BS353,51.592536,-2.530397
BS354,51.581339,-2.580614
BS355,51.541085,-2.620741
BS359,51.610963,-2.527781
BS361,51.529985,-2.505566
BS362,51.527531,-2.468608
BS369,51.530452,-2.501694
BS370,51.539471,-2.414055
BS374,51.538573,-2.418574
BS375,51.540825,-2.446611
BS376,51.534250,-2.405040
BS377,51.553682,-2.409900
BS378,51.524791,-2.422945
BS379,51.548529,-2.467886
BS39,51.438707,-2.601529
BS394,51.356050,-2.526138
BS395,51.333586,-2.594364
BS396,51.320099,-2.508119
BS397,51.308511,-2.497160
BS405,51.366939,-2.749072
BS406,51.300722,-2.621781
BS407,51.323637,-2.715588
BS408,51.366598,-2.604143
BS409,51.385415,-2.695642
BS41,51.424999,-2.590084
BS418,51.400534,-2.637926
BS419,51.427271,-2.664649
BS42,51.434709,-2.568501
BS43,51.440673,-2.571669
BS44,51.435420,-2.547578
BS45,51.434218,-2.550902
BS481,51.437785,-2.761653
BS482,51.430624,-2.767806
BS483,51.385736,-2.705002
BS484,51.429625,-2.778822
BS489,51.432461,-2.758487
BS49,51.445920,-2.583433
BS494,51.386419,-2.822292
BS495,51.370667,-2.810360
BS50,51.466619,-2.568840
BS55,51.463530,-2.556696
BS56,51.470423,-2.559314
BS57,51.465622,-2.530262
BS58,51.460106,-2.540979
BS59,51.460827,-2.557814
BS65,51.463814,-2.595796
BS66,51.469024,-2.605740
BS67,51.474294,-2.609049
BS69,51.468026,-2.590036
BS70,51.496296,-2.580865
BS78,51.476000,-2.593000
BS79,51.491103,-2.566913
BS81,51.455843,-2.601967
BS82,51.469778,-2.614805
BS83,51.457977,-2.701696
BS84,51.451143,-2.617102
BS89,51.454512,-2.614113
BS90,51.494073,-2.619137
BS91,51.478425,-2.648559
BS92,51.490235,-2.636210
BS93,51.488604,-2.630225
BS94,51.490082,-2.603945
BS981,51.459749,-2.588964
BS991,51.458428,-2.574179
BS992,51.458428,-2.574179
BS993,51.458428,-2.574179
BS995,51.458428,-2.574179
BS996,51.423233,-2.630547
BS997,51.458457,-2.574165
BT100,54.554079,-5.985039
BT11,54.600126,-5.929590
BT118,54.577212,-5.993486
BT119,54.570763,-5.991994
BT12,54.604261,-5.931284
BT124,54.598521,-5.946876
BT125,54.594046,-5.945144
BT126,54.590109,-5.965684
BT127,54.592821,-5.974213
BT13,54.595242,-5.914117
BT131,54.607725,-5.945302
BT132,54.597424,-5.955121
BT133,54.609307,-5.985406
BT14,54.599859,-5.925204
BT146,54.628326,-5.962227
BT147,54.613568,-5.954977
BT148,54.635408,-5.956452
BT15,54.598225,-5.931404
BT151,54.604628,-5.929656
BT152,54.609724,-5.930233
BT153,54.624698,-5.930014
BT154,54.641771,-5.921215
BT155,54.622847,-5.940560
BT16,54.599083,-5.934504
BT160,54.597013,-5.791390
BT161,54.592067,-5.778705
BT162,54.592152,-5.809941
BT170,54.550321,-6.036803
BT179,54.537311,-6.026858
BT180,54.662205,-5.766415
BT189,54.634166,-5.839915
BT191,54.639853,-5.689549
BT195,54.646652,-5.652210
BT196,54.651668,-5.642854
BT197,54.645185,-5.675162
BT203,54.648798,-5.683153
BT204,54.656901,-5.647666
BT205,54.664163,-5.645463
BT209,54.668410,-5.654999
BT210,54.634741,-5.535171
BT221,54.381033,-5.513768
BT222,54.492781,-5.538184
BT234,54.596843,-5.698686
BT235,54.553092,-5.760868
BT236,54.499287,-5.798517
BT237,54.604149,-5.682223
BT238,54.584578,-5.675182
BT247,54.456746,-5.837089
BT248,54.377543,-5.903487
BT249,54.358487,-5.901721
BT251,54.398014,-6.193748
BT252,54.381754,-6.073598
BT266,54.420905,-6.035323
BT27,54.595246,-5.934029
BT274,54.528657,-6.040577
BT275,54.515072,-5.957510
BT276,54.472039,-5.906956
BT28,54.594115,-5.928074
BT281,54.508933,-6.076217
BT282,54.573635,-6.247212
BT283,54.525839,-6.060268
BT294,54.649470,-6.168108
BT300,54.339795,-5.708832
BT306,54.334792,-5.713646
BT307,54.264498,-5.616396
BT308,54.336285,-5.816066
BT309,54.393358,-5.825306
BT319,54.288151,-6.085174
BT323,54.342924,-6.274516
BT324,54.364692,-6.278081
BT325,54.309709,-6.182253
BT330,54.260468,-5.851741
BT341,54.193464,-6.337351
BT342,54.141058,-6.213998
BT343,54.103120,-6.250550
BT344,54.057623,-6.003351
BT345,54.231769,-6.031622
BT346,54.236129,-6.369442
BT347,54.217989,-6.155854
BT348,54.106156,-6.188192
BT350,54.168315,-6.632025
BT356,54.281725,-6.378798
BT357,54.156524,-6.486910
BT358,54.138698,-6.356133
BT359,54.153906,-6.475326
BT364,54.707608,-5.978238
BT365,54.684206,-5.962359
BT366,54.687311,-5.935094
BT367,54.660764,-5.939014
BT369,54.684889,-5.884831
BT370,54.674584,-5.908173
BT379,54.670344,-5.918623
BT387,54.730867,-5.809557
BT388,54.724788,-5.825269
BT389,54.759818,-5.713279
BT39,54.602000,-5.908000
BT390,54.761472,-6.050130
BT399,54.777369,-5.952764
BT401,54.858080,-5.815218
BT402,54.852812,-5.834112
BT403,54.791011,-5.703556
BT41,54.602653,-5.878404
BT411,54.718924,-6.196528
BT412,54.745501,-6.305627
BT413,54.752394,-6.321912
BT414,54.721867,-6.221790
BT419,54.725163,-6.209152
BT42,54.610626,-5.859197
BT421,54.855936,-6.328406
BT422,54.858286,-6.288176
BT423,54.782354,-6.195944
BT424,54.931028,-6.048501
BT43,54.597135,-5.880904
BT431,54.865370,-6.325447
BT435,54.863136,-6.280433
BT436,54.921497,-6.296458
BT437,54.880107,-6.264081
BT440,55.081517,-6.063259
BT446,54.937479,-6.323793
BT448,54.945041,-6.456992
BT449,55.010317,-6.408215
BT451,54.820067,-6.555734
BT455,54.755979,-6.615706
BT456,54.745250,-6.614737
BT457,54.752379,-6.703724
BT458,54.790844,-6.518343
BT465,54.841605,-6.715668
BT472,54.992555,-7.310132
BT473,55.028718,-7.177041
BT474,54.972370,-6.844813
BT475,54.998135,-7.277910
BT476,55.000016,-7.290737
BT477,54.952309,-6.893153
BT480,55.016538,-7.339031
BT484,55.005054,-7.320875
BT486,54.989035,-7.332891
BT487,55.033607,-7.302483
BT488,55.042135,-7.278339
BT489,54.998145,-7.331521
BT490,55.048258,-6.939398
BT494,55.051510,-6.949077
BT499,55.033291,-6.962158
BT513,55.142155,-6.686599
BT514,55.039736,-6.674889
BT515,54.953625,-6.548479
BT521,55.129173,-6.663585
BT522,55.135232,-6.647485
BT536,55.078417,-6.526331
BT537,55.072787,-6.489871
BT538,55.131624,-6.426360
BT539,55.072040,-6.517768
BT54,54.594882,-5.902174
BT546,55.198787,-6.260575
BT55,54.591264,-5.896651
BT557,55.175801,-6.710059
BT56,54.591760,-5.871559
BT568,55.188642,-6.647151
BT57,54.584433,-5.845983
BT578,55.197056,-6.522250
BT60,54.569298,-5.901958
BT600,54.252351,-6.623260
BT601,54.295862,-6.520556
BT602,54.267835,-6.549082
BT603,54.334401,-6.663349
BT604,54.353744,-6.712925
BT609,54.350332,-6.592640
BT610,54.350165,-6.650949
BT617,54.359909,-6.657829
BT618,54.379545,-6.763460
BT619,54.373633,-6.545845
BT621,54.496090,-6.559465
BT622,54.358839,-6.410779
BT623,54.413695,-6.454761
BT624,54.390622,-6.514084
BT631,54.421254,-6.349342
BT635,54.409470,-6.398763
BT636,54.387172,-6.335130
BT641,54.452566,-6.388400
BT642,54.443273,-6.389520
BT643,54.447173,-6.396983
BT649,54.449636,-6.386513
BT654,54.445436,-6.371908
BT655,54.451375,-6.358659
BT666,54.458281,-6.336099
BT667,54.457101,-6.313232
BT668,54.456272,-6.351462
BT670,54.521885,-6.270420
BT679,54.482574,-6.321087
BT68,54.586607,-5.906343
BT684,54.344356,-6.825703
BT69,54.575737,-5.883237
BT696,54.425774,-6.932692
BT701,54.504921,-6.788683
BT702,54.594872,-6.940511
BT703,54.512217,-6.831684
BT71,54.589107,-5.930985
BT711,54.406847,-6.729914
BT714,54.533801,-6.699308
BT715,54.553349,-6.680154
BT716,54.489338,-6.590337
BT717,54.394168,-6.723514
BT718,54.496008,-6.754422
BT72,54.593561,-5.918798
BT73,54.571137,-5.915812
BT740,54.322160,-7.605469
BT744,54.360126,-7.671323
BT745,54.353053,-7.663397
BT746,54.354222,-7.624431
BT747,54.335023,-7.654352
BT748,54.389074,-7.789155
BT749,54.296990,-7.782409
BT750,54.363779,-7.376729
BT760,54.419458,-7.174351
BT770,54.431090,-7.085677
BT781,54.596068,-7.298629
BT782,54.502162,-7.304561
BT783,54.475874,-7.472747
BT784,54.717966,-7.382011
BT785,54.551211,-7.411040
BT788,54.729521,-7.242031
BT789,54.611969,-7.297241
BT790,54.600245,-7.278736
BT797,54.609094,-7.295619
BT798,54.703196,-7.006316
BT799,54.599937,-7.058749
BT800,54.628385,-6.518140
BT808,54.634746,-6.740317
BT809,54.663607,-6.719416
BT817,54.688382,-7.616015
BT820,54.902433,-7.420657
BT821,54.835098,-7.458130
BT828,54.829372,-7.462841
BT829,54.808076,-7.477805
BT86,54.552438,-5.892467
BT87,54.547432,-5.918814
BT88,54.513820,-5.884758
BT920,54.201016,-7.473680
BT921,54.269349,-7.699720
BT922,54.296366,-7.644893
BT923,54.272615,-7.618804
BT924,54.194142,-7.648375
BT925,54.270523,-7.367102
BT926,54.206646,-7.359911
BT927,54.271481,-7.240562
BT928,54.117794,-7.343083
BT929,54.154198,-7.524799
BT930,54.536761,-7.598300
BT931,54.582600,-7.695840
BT932,54.519002,-7.893011
BT933,54.481883,-8.084705
BT934,54.403722,-8.066513
BT935,54.299372,-7.815480
BT936,54.416406,-7.819868
BT937,54.432303,-7.774649
BT938,54.508538,-7.831287
BT941,54.473956,-7.646918
BT942,54.426075,-7.549451
BT943,54.382122,-7.456312
BT944,54.315124,-7.405276
BT945,54.316839,-7.536279
BT95,54.552294,-5.969607
BT96,54.565515,-5.961838
BT97,54.581422,-5.951963
CA101,54.686897,-2.599730
CA102,54.611871,-2.820907
CA103,54.523375,-2.672510
CA11,54.892938,-2.925386
CA110,54.661361,-2.827703
CA111,54.666738,-2.754414
CA117,54.664405,-2.752356
CA118,54.663158,-2.741713
CA119,54.662767,-2.769906
CA12,54.887153,-2.922666
CA124,54.583232,-3.055861
CA125,54.601342,-3.192350
CA129,54.602763,-3.126341
CA13,54.873045,-2.901041
CA130,54.687970,-3.405936
CA133,54.662726,-3.366614
CA139,54.611390,-3.299534
CA141,54.656275,-3.523477
CA142,54.644657,-3.553261
CA143,54.637534,-3.553609
CA144,54.583115,-3.528759
CA145,54.614058,-3.554975
CA149,54.647082,-3.551277
CA156,54.713048,-3.498733
CA157,54.708084,-3.477006
CA158,54.710197,-3.504697
CA166,54.513939,-2.491324
CA174,54.462700,-2.354027
CA181,54.357946,-3.387561
CA19,54.897639,-2.934616
CA191,54.392895,-3.379620
CA201,54.397749,-3.484824
CA212,54.446271,-3.509637
CA222,54.479258,-3.517458
CA229,54.477667,-3.526166
CA233,54.498187,-3.514577
CA24,54.877574,-2.921325
CA243,54.516962,-3.551515
CA25,54.884776,-2.941941
CA255,54.516038,-3.514527
CA26,54.882478,-2.953251
CA263,54.534933,-3.499918
CA27,54.891734,-2.988082
CA270,54.492060,-3.589233
CA280,54.544633,-3.590654
CA286,54.550436,-3.572144
CA287,54.551356,-3.582910
CA288,54.529226,-3.570664
CA289,54.522871,-3.613750
CA30,54.913557,-2.941319
CA38,54.892934,-2.935256
CA39,54.905762,-2.940544
CA40,54.845060,-2.829202
CA48,54.881696,-2.832246
CA49,54.781163,-2.759311
CA56,54.921541,-3.104287
CA57,54.839000,-2.945000
CA64,54.952739,-2.937378
CA65,55.076068,-2.860256
CA66,55.041174,-2.773080
CA70,54.819486,-3.181512
CA71,54.776233,-3.230981
CA72,54.755868,-3.400873
CA73,54.764830,-3.277744
CA74,54.844337,-3.288136
CA75,54.908939,-3.210133
CA77,54.827879,-3.161147
CA78,54.753485,-3.079213
CA79,54.814890,-3.156697
CA80,54.940671,-2.729378
CA81,54.921942,-2.658782
CA82,54.959762,-2.649453
CA87,54.989578,-2.578465
CA89,54.891389,-2.801919
CA93,54.805921,-2.378290
CA951,54.644667,-3.566450
CB10,52.192267,0.137208
CB101,52.072210,0.171742
CB102,52.011930,0.376340
CB109,52.022947,0.238565
CB11,52.207431,0.123110
CB113,52.019136,0.255500
CB114,52.034926,0.207028
CB12,52.202338,0.133448
CB13,52.189476,0.160777
CB17,52.188733,0.138767
CB18,52.181454,0.158413
CB19,52.185000,0.184000
CB20,52.175060,0.141723
CB21,52.200000,0.120000
CB214,52.098765,0.271284
CB215,52.186651,0.206050
CB216,52.121392,0.238192
CB223,52.166760,0.157965
CB224,52.110484,0.146016
CB225,52.148189,0.105396
CB226,52.114944,0.059661
CB227,52.142670,0.088548
CB23,52.202749,0.124614
CB231,52.156828,0.005441
CB232,52.180533,-0.033109
CB233,52.251517,-0.117208
CB234,52.253018,-0.076386
CB235,52.217559,-0.073836
CB236,52.215735,-0.067999
CB237,52.217444,-0.016014
CB238,52.249487,0.026552
CB241,52.286399,0.053966
CB243,52.260900,0.064293
CB244,52.296802,-0.038471
CB245,52.308473,0.070071
CB246,52.245998,0.157926
CB248,52.282474,0.123442
CB249,52.255698,0.101708
CB250,52.266914,0.325176
CB259,52.221818,0.256385
CB27,52.194100,0.122226
CB28,52.191267,0.132055
CB29,52.172956,0.111586
CB30,52.211000,0.111000
CB31,52.219000,0.088000
CB39,52.198739,0.104270
CB40,52.234228,0.141187
CB41,52.220907,0.135861
CB42,52.233079,0.123104
CB43,52.217938,0.107435
CB58,52.214176,0.146127
CB61,52.507436,0.334873
CB62,52.434000,0.242000
CB63,52.345065,0.216968
CB74,52.430070,0.320234
CB75,52.339043,0.400860
CB76,52.310023,0.380448
CB77,52.336880,0.409003
CB79,52.332937,0.337691
CB80,52.248884,0.403167
CB81,52.242903,0.404162
CB87,52.268472,0.485604
CB88,52.269939,0.495257
CB89,52.170593,0.515872
CB90,52.088724,0.438884
CB91,52.082967,0.438994
CB97,52.069811,0.467884
CB98,52.082000,0.439000
CB99,52.083135,0.423049
CF101,51.480241,-3.182752
CF102,51.481720,-3.178933
CF103,51.483572,-3.177826
CF104,51.471839,-3.168755
CF105,51.463839,-3.172063
CF110,51.452825,-3.190721
CF111,51.465743,-3.193634
CF116,51.479893,-3.193154
CF117,51.464334,-3.185435
CF118,51.461433,-3.194057
CF119,51.485506,-3.201712
CF140,51.545956,-3.188753
CF141,51.509309,-3.202424
CF142,51.502693,-3.217090
CF143,51.502586,-3.185376
CF144,51.513902,-3.203626
CF145,51.520168,-3.183310
CF146,51.526798,-3.210395
CF147,51.517367,-3.238653
CF148,51.522152,-3.194273
CF149,51.537228,-3.199080
CF155,51.535857,-3.261128
CF157,51.559139,-3.270125
CF158,51.515344,-3.250430
CF159,51.519416,-3.325951
CF230,51.502013,-3.117358
CF235,51.503160,-3.160422
CF236,51.526057,-3.166439
CF237,51.519611,-3.156271
CF238,51.533169,-3.142673
CF239,51.504217,-3.151674
CF240,51.485196,-3.159303
CF241,51.487152,-3.158762
CF242,51.485250,-3.142800
CF243,51.494784,-3.163551
CF244,51.493136,-3.183618
CF245,51.478014,-3.159971
CF30,51.520000,-3.099000
CF300,51.519634,-3.119562
CF31,51.511678,-3.110937
CF311,51.506682,-3.578032
CF312,51.511886,-3.547805
CF313,51.501359,-3.574387
CF314,51.515652,-3.602195
CF315,51.506188,-3.604442
CF319,51.505220,-3.571166
CF32,51.542742,-3.082276
CF320,51.467239,-3.598166
CF327,51.601719,-3.542238
CF328,51.590979,-3.580332
CF329,51.539988,-3.581612
CF33,51.514674,-3.116385
CF334,51.520824,-3.671650
CF336,51.538200,-3.673988
CF34,51.509485,-3.133334
CF340,51.586051,-3.617951
CF344,51.609217,-3.657394
CF349,51.607741,-3.652732
CF35,51.529534,-3.119560
CF355,51.484324,-3.561432
CF356,51.568387,-3.537415
CF36,51.550024,-3.122601
CF363,51.487777,-3.718453
CF365,51.487470,-3.672877
CF369,51.478992,-3.705978
CF371,51.590105,-3.324010
CF372,51.607506,-3.338076
CF373,51.621095,-3.331557
CF374,51.622248,-3.317030
CF375,51.589673,-3.308018
CF379,51.595999,-3.348913
CF381,51.570406,-3.326208
CF382,51.560494,-3.331979
CF390,51.626761,-3.416080
CF398,51.595694,-3.479404
CF399,51.611121,-3.410293
CF401,51.618788,-3.452550
CF402,51.635315,-3.451836
CF409,51.623137,-3.471585
CF417,51.650141,-3.486452
CF425,51.673709,-3.538796
CF426,51.663659,-3.512099
CF429,51.659832,-3.504321
CF433,51.647498,-3.432915
CF434,51.661296,-3.449413
CF439,51.659818,-3.504360
CF440,51.706202,-3.411700
CF444,51.698138,-3.418312
CF446,51.704580,-3.443734
CF447,51.709563,-3.442315
CF448,51.718545,-3.472698
CF449,51.739231,-3.502844
CF453,51.679294,-3.380329
CF454,51.681576,-3.373543
CF465,51.658107,-3.307443
CF466,51.647852,-3.291018
CF470,51.745153,-3.360739
CF477,51.742308,-3.375818
CF478,51.743842,-3.378750
CF479,51.764800,-3.389921
CF481,51.748642,-3.386890
CF482,51.771542,-3.356996
CF483,51.759996,-3.354738
CF484,51.706558,-3.340665
CF51,51.484983,-3.209763
CF52,51.496000,-3.225000
CF53,51.494088,-3.258765
CF54,51.481314,-3.244270
CF55,51.476602,-3.250954
CF56,51.454919,-3.267158
CF59,51.483553,-3.223608
CF611,51.408134,-3.485275
CF612,51.408517,-3.472749
CF623,51.416022,-3.314371
CF624,51.414195,-3.431028
CF625,51.399948,-3.275729
CF626,51.396627,-3.298003
CF627,51.408085,-3.296186
CF628,51.417154,-3.290978
CF629,51.419245,-3.267321
CF631,51.416412,-3.255709
CF632,51.418584,-3.245141
CF633,51.409995,-3.253693
CF634,51.402761,-3.255968
CF639,51.404420,-3.272992
CF641,51.439877,-3.169535
CF642,51.453135,-3.202631
CF643,51.435203,-3.179789
CF644,51.432946,-3.219292
CF645,51.407732,-3.219354
CF649,51.439486,-3.173281
CF717,51.462191,-3.450408
CF719,51.439952,-3.494926
CF720,51.530172,-3.390822
CF724,51.531254,-3.467753
